Museum.Name,Legal.Name,Museum.Type,State..Administrative.Location.,Region.Code..AAM.,Is.Museum,Tax.Year,Annual.Revenue
NEW YORK STEAM ENGINE ASSOCIATION,NEW YORK STEAM ENGINE ASSOCIATION INC,HISTORIC PRESERVATION,NY,2,False,2013,189500.0
NEW YORK TRANSIT MUSEUM,FRIENDS OF THE NEW YORK TRANSIT MUSEUM,GENERAL MUSEUM,NY,2,True,2013,2156641.0
NEWBURGH PRESERVATION ASSOCIATION,NEWBURGH PRESERVATION ASSOCIATION INC,HISTORIC PRESERVATION,NY,2,False,2013,15670.0
NEWSTEAD HISTORICAL SOCIETY,NEWSTEAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,15742.0
NEXT ART GALLERY,METROPOLITAN COLLEGE OF NEW YORK,ART MUSEUM,NY,2,True,2013,33645551.0
NIAGARA AEROSPACE MUSEUM,NIAGARA AEROSPACE MUSEUM,GENERAL MUSEUM,NY,2,True,2013,253010.0
NIAGARA COUNTY HISTORICAL SOCIETY,NIAGARA COUNTY HISTORICAL SOCIETY INCORPORATED,HISTORIC PRESERVATION,NY,2,False,2013,996474.0
NIAGARA EXPERIENCE CENTER,NIAGARA EXPERIENCE CENTER INC,GENERAL MUSEUM,NY,2,True,2013,0.0
NIAGARA SCIENCE MUSEUM,NIAGARA SCIENCE MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,NY,2,True,2013,100.0
NORTH COLLINS HISTORICAL SOCIETY,NORTH COLLINS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
NORTH COUNTRY UNDERGROUND RAILROAD HISTORICAL ASSOCIATION,NORTH COUNTRY UNDERGROUND RAILROAD HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,NY,2,False,2013,0.0
NORTH CREEK RAILWAY DEPOT PRESERVATION ASSOCIATION,NORTH CREEK RAILWAY DEPOT PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,NY,2,False,2013,0.0
NORTH EAST CLASSIC CAR MUSEUM,NORTHEAST CLASSIC CAR MUSEUM INC,GENERAL MUSEUM,NY,2,True,2013,526530.0
NORTH EAST HISTORICAL SOCIETY,NORTH EAST HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
NORTH RIVER HISTORIC SHIP SOCIETY,NORTH RIVER HISTORIC SHIP SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,40218.0
NORTH TONAWANDA HISTORY MUSEUM,NORTH TONAWANDA HISTORY MUSEUM,HISTORY MUSEUM,NY,2,True,2013,70532.0
NORTHERN NEW YORK AGRICULTURAL,NORTHERN NEW YORK AGRICULTURAL,HISTORIC PRESERVATION,NY,2,False,2013,0.0
NORTHERN NEW YORK AGRICULTURAL HISTORICAL SOCIETY,NORTHERN NEW YORK AGRICULTURAL,HISTORIC PRESERVATION,NY,2,False,2013,0.0
NORTHPORT HISTORICAL SOCIETY,NORTHPORT HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,135762.0
NORTHPORT HISTORICAL SOCIETY MUSEUM,NORTHPORT HISTORICAL SOCIETY MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,135762.0
NORTHSIDE TOWN HALL COMMUNITY AND CULTURAL CENTER,NORTHSIDE TOWN HALL COMMUNITY AND CULTURAL CENTER INC,HISTORIC PRESERVATION,NY,2,False,2013,181680.0
NURTUREART NON PROFIT,NURTUREART NON PROFIT INC,ART MUSEUM,NY,2,True,2013,332462.0
NURTUREART NON-PROFIT,NURTUREART NON PROFIT INC,ART MUSEUM,NY,2,True,2013,332462.0
NYIT GALLERY 61,NEW YORK INSTITUTE OF TECHNOLOGY,ART MUSEUM,NY,2,True,2013,267436003.0
OAK ORCHARD LIGHTHOUSE MUSEUM,OAK ORCHARD LIGHTHOUSE MUSEUM,GENERAL MUSEUM,NY,2,True,2013,17009.0
OHEKA,FRIENDS OF OHEKA INC,GENERAL MUSEUM,NY,2,True,2013,28427.0
OLD BRUTUS HISTORICAL SOCIETY,OLD BRUTUS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
OLD FIELD FARMS,OLD FIELD FARMS LTD,HISTORIC PRESERVATION,NY,2,False,2013,55794.0
OLD FORT NIAGARA,OLD FORT NIAGARA ASSOCIATION INCORPORATED,HISTORIC PRESERVATION,NY,2,False,2013,3230658.0
OLD FORT NIAGARA ASSOCIATION,OLD FORT NIAGARA ASSOCIATION INCORPORATED,HISTORY MUSEUM,NY,2,True,2013,3230658.0
OLD MERCHANT'S HOUSE MUSEUM,OLD MERCHANTS HOUSE OF NEW YORK INC,HISTORY MUSEUM,NY,2,True,2013,846884.0
OLD MERCHANTS HOUSE OF NEW YORK,OLD MERCHANTS HOUSE OF NEW YORK INC,HISTORY MUSEUM,NY,2,True,2013,846884.0
OLD ONAQUAGA HISTORICAL SOCIETY,OLD ONAQUAGA HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
OLD STONE BARRACKS,FRIENDS OF THE OLD STONE BARRACKS,HISTORIC PRESERVATION,NY,2,False,2013,0.0
OLD VILLAGE OF UNION HISTORICAL SOCIEY,OLD VILLAGE OF UNION HISTORICAL SOCIEY,HISTORIC PRESERVATION,NY,2,False,2013,172772.0
OLD WESTBURY GARDENS,OLD WESTBURY GARDENS INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NY,2,False,2013,4842457.0
ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,HISTORIC PRESERVATION,NY,2,False,2013,580709.0
ONEIDA COMMUNITY MANSION HOUSE,ONEIDA COMMUNITY MANSION HOUSE,HISTORIC PRESERVATION,NY,2,False,2013,352506.0
ONEIDA COUNTY HISTORICAL SOCIETY,ONEIDA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,678128.0
ONONDAGA HISTORICAL ASSOCIATION,ONONDAGA HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,NY,2,False,2013,956606.0
ONONDAGA HISTORICAL SOCIETY,TOWN OF ONONDAGA HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
ONTARIO & WESTERN RAILWAY HISTORICAL SOCIETY,ONTARIO & WESTERN RAILWAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,46705.0
ONTARIO COUNTY HISTORICAL SOCIETY,ONTARIO COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,290408.0
ONTEORA HISTORIC PRESERVATION TRUST,ONTEORA HISTORIC PRESERVATION TRUST INC,HISTORIC PRESERVATION,NY,2,False,2013,110385.0
ORANGE COUNTY FIREFIGHTERS MUSEUM,ORANGE COUNTY FIREFIGHTERS MUSEUM,HISTORY MUSEUM,NY,2,True,2013,24992.0
ORCHARD PARK TOWN HISTORICAL MUSEUM,ORCHARD PARK TOWN HISTORICAL MUSEUM,HISTORY MUSEUM,NY,2,True,2013,0.0
OSWEGO HISTORICAL SOCIETY,OSWEGO HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
OSWEGO TOWN HISTORICAL SOCIETY,OSWEGO TOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,388.0
OVID HISTORICAL SOCIETY,OVID HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
OYSTER BAY RAIL ROAD MUSEUM,THE OYSTER BAY RAILROAD MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,1187988.0
OYSTER BAY RAILROAD MUSEUM,THE OYSTER BAY RAILROAD MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,1187988.0
OYSTERPONDS HISTORICAL SOCIETY,OYSTERPONDS HISTORICAL SOCIETY INC LONG ISLAND,HISTORIC PRESERVATION,NY,2,False,2013,310087.0
PALEY CENTER FOR MEDIA,THE PALEY CENTER FOR MEDIA,GENERAL MUSEUM,NY,2,True,2013,31744738.0
PARISH TOWN HISTORICAL SOCIETY,PARISH TOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PARRISH ART MUSEUM,PARRISH ART MUSEUM INC,ART MUSEUM,NY,2,True,2013,5561438.0
PATTERSON HISTORICAL SOCIETY,PATTERSON HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PECKS PARK HISTORICAL SOCIETY AND MUSEUM,PECKS PARK HISTORICAL SOCIETY AND MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PEEKSKILL MUSEUM,PEEKSKILL MUSEUM,GENERAL MUSEUM,NY,2,True,2013,13701.0
PELHAM MASONIC HISTORICAL SOCIETY OF CITY ISLAND,PELHAM MASONIC HISTORICAL SOCIETY OF CITY ISLAND,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PEOPLES MUSEUM,THE PEOPLES MUSEUM,ART MUSEUM,NY,2,True,2013,0.0
PERFORMA,PERFORMA INC,ART MUSEUM,NY,2,True,2013,956110.0
PETTIAUGER MERCURY,PETTIAUGER MERCURY INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PHELPS COMMUNITY HISTORICAL SOCIETY,PHELPS COMMUNITY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PHILADELPHIA HISTORICAL SOCIETY,PHILADELPHIA HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PHILLIPS FREE LIBRARY,PHILLIPS FREE LIBRARY,GENERAL MUSEUM,NY,2,True,2013,228174.0
PICKER ART GALLERY,COLGATE UNIVERSITY TREASURERS OFFICE,ART MUSEUM,NY,2,True,2013,241631055.0
PIERMONT HISTORICAL SOCIETY,PIERMONT HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
PLANTING FIELDS ARBORETUM STATE HISTORIC PARK,PLANTING FIELDS FOUNDATION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NY,2,False,2013,8896770.0
PLATFORM TENNIS MUSEUM AND HALL OF FAME FOUNDATION,PLATFORM TENNIS MUSEUM AND HALL OF FAME FOUNDATION,GENERAL MUSEUM,NY,2,True,2013,6369.0
PLAZA-VVP CORPORATION,FRIENDS OF THE PLAZA-VVP CORPORATION,GENERAL MUSEUM,NY,2,True,2013,157757.0
PLESHAKOV MUSIC CENTER,PLESHAKOV MUSIC CENTER INC,GENERAL MUSEUM,NY,3,True,2013,0.0
POINT OWOODS HISTORICAL SOCIETY,POINT OWOODS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
POLISH AMERICAN MUSEUM,POLISH AMERICAN MUSEUM,GENERAL MUSEUM,NY,2,True,2013,0.0
PORTSIDE NEW YORK,PORTSIDE NEW YORK INC,GENERAL MUSEUM,NY,2,True,2013,23606.0
PORTVILLE HISTORICAL AND PRESERVATION SOCIETY,THE PORTVILLE HISTORICAL AND PRESERVATION SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
POUGHKEEPSIE-HIGHLAND RAILROAD BRIDGE COM,POUGHKEEPSIE-HIGHLAND RAILROAD BRIDGE CO INC,HISTORIC PRESERVATION,NY,2,False,2013,1897891.0
PRATT MANHATTAN GALLERY NEW YORK CITY,PRATT INSTITUTE,ART MUSEUM,NY,2,True,2013,425123682.0
PRESERVATION ASSOCIATION OF THE SOUTHERN TIER,PRESERVATION ASSOCIATION OF THE SOUTHERN TIER,HISTORIC PRESERVATION,NY,2,False,2013,39703.0
PRESERVATION BUFFALO NIAGARA,PRESERVATION BUFFALO NIAGARA,HISTORIC PRESERVATION,NY,2,False,2013,282169.0
PROFESSIONAL WRESTLING HALL OF FAME,PROFESSIONAL WRESTLING HALL OF FAME,GENERAL MUSEUM,NY,2,True,2013,21823.0
PROMOTE ART WORKS,PROMOTE ART WORKS INC,ART MUSEUM,NY,2,True,2013,41484.0
PS1 CONTEMPORARY ART CENTER,PS1 CONTEMPORARY ART CENTER INC,ART MUSEUM,NY,2,True,2013,7730573.0
PULTNEYVILLE HISTORICAL SOCIETY,PULTNEYVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,57031.0
PUTNAM COUNTY HISTORICAL SOCIETY,PUTNAM HISTORY MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,439288.0
PUTNAM HISTORY MUSEUM,PUTNAM HISTORY MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,439288.0
QUEENS HISTORICAL SOCIETY,QUEENS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,97798.0
QUITMAN RESOURCE CENTER,QUITMAN RESOURCE CENTER FOR PRESERVATION INC,GENERAL MUSEUM,NY,2,True,2013,43642.0
QUITMAN RESOURCE CENTER FOR PRESERVATION,QUITMAN RESOURCE CENTER FOR PRESERVATION INC,HISTORIC PRESERVATION,NY,2,False,2013,43642.0
QUOGUE HISTORICAL SOCIETY,QUOGUE HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,85330.0
RACHEL AND HARRIS FOX FAMILY CIRCLE CORP,RACHEL AND HARRIS FOX FAMILY CIRCLE CORP,HISTORIC PRESERVATION,NY,2,False,2013,2826.0
RAILROAD MUSEUM OF LONG ISLAND,RAILROAD MUSEUM OF LONG ISLAND,HISTORY MUSEUM,NY,2,True,2013,76371.0
RAILWAY HISTORICAL SOCIETY OF NORTHERN NEW YORKL,RAILWAY HISTORICAL SOCIETY OF NORTHERN N Y INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
RANDOLPH HISTORICAL SOCIETY,RANDOLPH HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
REMSEN STEUBEN HISTORICAL SOCIETY,REMSEN STEUBEN HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
REMSENBURG ACADEMY ASSOCIATION,REMSENBURG ACADEMY ASSOCIATION INC,HISTORIC PRESERVATION,NY,2,False,2013,60674.0
RENSSELAER COUNTY HISTORICAL SOCIETY,RENSSELAER COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,434896.0
RHINEBECK AERODROME MUSEUM,RHINEBECK AERODROME MUSEUM,HISTORY MUSEUM,NY,2,True,2013,438886.0
RICHARDSON ARCHITECTURE CENTER,RICHARDSON ARCHITECTURE CENTER INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
RICHARDSON-BATES HOUSE MUSEUM,RICHARDSON-BATES HOUSE MUSEUM,GENERAL MUSEUM,NY,2,True,2013,0.0
RICHFIELD SPRINGS HISTORIC ASSOCIATION,RICHFIELD SPRINGS HISTORIC ASSOCIATION,HISTORIC PRESERVATION,NY,2,False,2013,0.0
RICHMONDVILLE HISTORICAL SOCIETY,RICHMONDVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
RIDERS MILLS HISTORICAL ASSOCIATION,THE RIDERS MILLS HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,NY,2,False,2013,0.0
RIVERBANK HISTORIC HOUSE MUSEUM,RIVERBANK HISTORIC HOUSE MUSEUM,HISTORIC PRESERVATION,NY,2,False,2013,0.0
RIVERHEAD FOUNDATION MARINE,RIVERHEAD FOUNDATION FOR MARINE RESEARCH AND PRESERVATION,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",NY,2,False,2013,1322337.0
ROBERT H JACKSON CENTER,ROBERT H JACKSON CENTER INC,HISTORIC PRESERVATION,NY,2,False,2013,603247.0
ROBERT LOUIS STEVENSON SOCIETY OF AMERICA,STEVENSON SOCIETY OF AMERICA INC,HISTORIC PRESERVATION,NY,2,False,2013,5889.0
ROBERT MOSES STATE PARK NATURE CENTER,FRIENDS OF THE ROBERT MOSES STATE PARK NATURE CENTER INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NY,2,False,2013,136854.0
ROBERT TURNER STUDENT GALLERY,ALFRED UNIVERSITY,ART MUSEUM,NY,2,True,2013,287677128.0
ROCHESTER AND GENESEE VALLEY RAILROAD MUSEUM,ROCHESTER AND GENESEE VALLEY RAILROAD MUSEUM,HISTORY MUSEUM,NY,2,True,2013,102809.0
ROCHESTER MUSEUM AND SCIENCE CENTER,ROCHESTER MUSEUM AND SCIENCE CENTER,NATURAL HISTORY MUSEUM,NY,2,True,2013,8108470.0
ROCK AND ROLL HALL OF FAME ANNEX,ROCK AND ROLL HALL OF FAME AND MUSEUM INC,GENERAL MUSEUM,NY,4,True,2013,35434884.0
ROCKLAND CIVIL WAR ROUND TABLE,ROCKLAND CIVIL WAR ROUND TABLE INC,HISTORIC PRESERVATION,NY,2,False,2013,806.0
ROCKLAND LAKE MUSEUM,FRIENDS OF TRAILSIDE NATURE MUSEUM,GENERAL MUSEUM,NY,2,True,2013,0.0
ROCKY POINT HISTORICAL SOCIETY,ROCKY POINT HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,114421.0
ROOSEVELT ISLAND HISTORICAL SOCIETY,ROOSEVELT ISLAND HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,55133.0
ROOT HISTORICAL SOCIETY,ROOT HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
ROSLYN LANDMARK SOCIETY,ROSLYN LANDMARK SOCIETY INC,HISTORIC PRESERVATION,NY,2,False,2013,207493.0
ROSSINI OPERA FRSTIVAL,FRIENDS OF THE ROSSINI OPERA FRSTIVAL INC,HISTORY MUSEUM,NY,2,True,2013,28550.0
ROXBURG ARTS GROUP,ROXBURY ARTS GROUP INC,ART MUSEUM,NY,2,True,2013,310139.0
ROYAL BOTANICAL GARDENS,FRIENDS OF ROYAL BOTANICAL GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NY,2,False,2013,0.0
RUBELLE AND NORMAN SCHAFLER GALLERY,PRATT INSTITUTE,ART MUSEUM,NY,2,True,2013,425123682.0
RUBIN MUSEUM OF ART,SHELLEY & DONALD RUBIN CULTURAL TR UA 05111999,ART MUSEUM,NY,2,True,2013,6155768.0
RUTH AND ELMER WELLIN MUSEUM OF ART,TRUSTEES OF HAMILTON COLLEGE,ART MUSEUM,NY,2,True,2013,183554774.0
RYE HISTORICAL SOCIETY,RYE HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,204131.0
S I MUSEUM,STATEN ISLAND CHILDRENS MUSEUM,GENERAL MUSEUM,NY,2,True,2013,2839418.0
S S COLUMBIA PROJECT,THE S S COLUMBIA PROJECT,HISTORIC PRESERVATION,NY,2,False,2013,132114.0
SACKETS HARBOR HISTORICAL SOCIETY,SACKETS HARBOR HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,102338.0
SACKETS HARBOR HISTORICAL SOCIETY MUSEUM,SACKETS HARBOR HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,102338.0
SAFE HAVEN MUSEUM AND EDUCATION CENTER,SAFE HAVEN MUSEUM AND EDUCATION CENTER,GENERAL MUSEUM,NY,2,True,2013,28058.0
SAG HARBOR,SERVE SAG HARBOR INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SAG HARBOR ANTIQUE FIRE TRUCKS,SAG HARBOR ANTIQUE FIRE TRUCKS INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SAG HARBOR WHALING & HISTORICAL MUSEUM,SAG HARBOR WHALING & HISTORICAL MUSEUM,HISTORY MUSEUM,NY,2,True,2013,276726.0
SAGTIKOS MANOR HISTORICAL SOCIETY,SAGTIKOS MANOR HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,61873.0
SAINT GAUDENS MEMORIAL,SAINT-GAUDENS MEMORIAL,GENERAL MUSEUM,NY,2,True,2013,288909.0
SALISBURY HISTORICAL SOCIETY,SALISBURY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SALMAGUNDI CLUB MUSEUM,SALMAGUNDI CLUB,GENERAL MUSEUM,NY,2,True,2013,1959749.0
SALMON RIVER VISITORS CENTER AND INTERNATIONAL SPORT FISHING MUSEUM,FRIENDS OF SALMON RIVER VISITORS CENTER AND INTERNATIONAL S,GENERAL MUSEUM,NY,2,True,2013,0.0
SAND LAKE CENTER FOR THE ARTS,SAND LAKE CENTER FOR THE ARTS CIRCLE THEATRE PLAYERS INC,GENERAL MUSEUM,NY,2,True,2013,127422.0
SANDMINERS MONUMENT,SANDMINERS MONUMENT INC,HISTORIC PRESERVATION,NY,2,False,2013,15977.0
SANDS POINT PRESERVE,FRIENDS OF THE SANDS POINT PRESERVE INC,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",NY,2,False,2013,1566917.0
SANDY GROUND HISTORICAL SOCIETY,SANDY GROUND HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,NY,2,False,2013,57141.0
SANTORELLI HISTORICAL MEDIA,SANTORELLI HISTORICAL MEDIA INC,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SARATOGA AUTOMOBILE MUSEUM,SARATOGA AUTOMOBILE MUSEUM,HISTORY MUSEUM,NY,2,True,2013,653477.0
SARATOGA COUNTY HISTORICAL SOCIETY,SARATOGA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,193194.0
SARATOGA SPRINGS UNIVERSAL PRESERVATION HALL,SARATOGA SPRINGS UNIVERSAL PRESERVATION HALL,HISTORIC PRESERVATION,NY,2,False,2013,103982.0
SARDINIA HISTORICAL SOCIETY,SARDINIA HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SATURN CLUB HISTORIC PRESERVATION FOUNDATION,SATURN CLUB HISTORIC PRESERVATION FOUNDATION,HISTORIC PRESERVATION,NY,2,False,2013,88547.0
SAUGERTIES LIGHTHOUSE CONSERVANCY,SAUGERTIES LIGHTHOUSE CONSERVANCY INC,HISTORIC PRESERVATION,NY,2,False,2013,97879.0
SAYVILLE HISTORICAL SOCIETY,SAYVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,67342.0
SCHEIN-JOSEPH INTERNATIONAL MUSEUM OF CERAMIC ART,ALFRED UNIVERSITY,ART MUSEUM,NY,2,True,2013,287677128.0
SCHENECTADY MUSEUM,SCHENECTADY MUSEUM ASSOCIATION,GENERAL MUSEUM,NY,2,True,2013,924564.0
SCHERMERHORN ROW BLOCK,SEAPORT MUSEUM NEW YORK,GENERAL MUSEUM,NY,2,True,2013,4979900.0
SCHOHARIE COLONIAL HERITAGE ASSOCIATION,SCHOHARIE COLONIAL HERITAGE ASSN,HISTORIC PRESERVATION,NY,2,False,2013,144038.0
SCHOHARIE COUNTY HISTORICAL SOCIETY,SCHOHARIE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,169221.0
SCHOHARIE VALLEY RAILROAD MUSEUM,SCHOHARIE COLONIAL HERITAGE ASSN,HISTORIC PRESERVATION,NY,2,False,2013,144038.0
SCHROEPPEL HISTORICAL SOCIETY,SCHROEPPEL HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,6714.0
SCHUHPLATTLER GEBIRGSTRACHTEN VEREIN EDELWEISS,SCHUHPLATTLER GEBIRGSTRACHTEN VEREIN EDELWEISS INCORPORATED,HISTORIC PRESERVATION,NY,2,False,2013,51600.0
SCHUYLER COUNTY HISTORICAL SOCIETY,SCHUYLER COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SCI-TECH CENTER OF NORTHERN NEW YORK,SCI-TECH CENTER OF NORTHERN NEW YORK,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,NY,2,True,2013,21446.0
SCIENCE EAST,FRIENDS OF SCIENCE EAST INC,GENERAL MUSEUM,NY,2,True,2013,208996.0
SCIENCENTER DISCOVERY MUSEUM,SCIENCENTER DISCOVERY MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,NY,2,True,2013,2325311.0
SD RESEARCH CENTER,SD RESEARCH CENTER INC,ART MUSEUM,NY,2,True,2013,12950.0
SEAFORD HISTORICAL SOCIETY,SEAFORD HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,168985.0
SEAPORT MUSEUM NEW YORK,SEAPORT MUSEUM NEW YORK,GENERAL MUSEUM,NY,2,True,2013,4979900.0
SENECA FALLS HISTORICAL SOCIETY,SENECA FALLS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,126893.0
SENECA FALLS ITS A WONDERFUL LIFE MUSEUM & ARCHIVES,SENECA FALLS ITS A WONDERFUL LIFE MUSEUM & ARCHIVES,GENERAL MUSEUM,NY,2,True,2013,1408.0
SENECA MUSEUM,SENECA MUSEUM OF WATERWAYS AND INDUSTRY INC,HISTORY MUSEUM,NY,2,True,2013,168840.0
SENECA MUSEUM OF WATERWAYS AND INDUSTRY,SENECA MUSEUM OF WATERWAYS AND INDUSTRY INC,HISTORY MUSEUM,NY,2,True,2013,168840.0
SENECA PARK ZOO,SENECA ZOOLOGICAL SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",NY,2,False,2013,5538337.0
SENECA VILLAGE,INSTITUTE FOR THE EXPLORATION OF SENECA VILLAGE HISTORY,NATURAL HISTORY MUSEUM,NY,2,True,2013,5.0
SEPHARDIC HERITAGE MUSEUM,SEPHARDIC HERITAGE MUSEUM INC,HISTORY MUSEUM,NY,2,True,2013,905068.0
SEVENTH REGIMENT ARMORY CONSERVANCY,SEVENTH REGIMENT ARMORY CONSERVANCY INC,HISTORIC PRESERVATION,NY,2,False,2013,19834604.0
SHAKER HERITAGE SOCIETY,SHAKER HERITAGE SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,396286.0
SHAKER MUSEUM AND LIBRARY,SHAKER MUSEUM AND LIBRARY,GENERAL MUSEUM,NY,2,True,2013,1257440.0
SHELTER ISLAND HISTORICAL SOCIETY,SHELTER ISLAND HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,867407.0
SHINNECOCK CANAL MARITIME HERITAGE CENTER,SHINNECOCK CANAL MARITIME HERITAGE CENTER,GENERAL MUSEUM,NY,2,True,2013,0.0
SIMMONS COLLEGE TRUSTMAN ART GALLERY,SIMMONS COLLEGE,ART MUSEUM,NY,1,True,2013,151581997.0
SIXTY-NINTH REGIMENT HISTORICAL TR,SIXTY-NINTH REGIMENT HISTORICAL TR,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SMITHTOWN HISTORICAL SOCIETY,SMITHTOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,363598.0
SMITHVILLE HISTORICAL SOCIETY,SMITHVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SMITHY CENTER FOR ARTS,THE SMITHY-PIONEER GALLERY INC,ART MUSEUM,NY,2,True,2013,160632.0
SNUG HARBOR CULTURAL CENTER AND BOTANICAL GARDEN,SNUG HARBOR CULTURAL CENTER AND BOTANICAL GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",NY,2,False,2013,7487618.0
SODUS BAY HISTORICAL SOCIETY,SODUS BAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,87428.0
SOMERS HISTORICAL SOCIETY,SOMERS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
SOMERS HISTORICAL SOCIETY,SOMERS HISTORICAL SOCIETY,HISTORIC PRESERVATION,NY,2,False,2013,0.0
